rec_id,given_name,surname,street_number,address_1,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
rec-2432-dup-0,Alisha,'Mooce',59,Kaumaka Pl,Volcaiv,96746,az,19880321,8,253 9739974,,9
rec-216-dup-0,Alisha,Chang,,Au MokugPl,Volcano,85002,az,19891121,,808 2142509,,8
rec-1567-dup-0,Hoot,Alisba,51,,Volcano,85085,azg,,29,310 7075314,3013734,9
rec-2203-dup-0,Alisha,La,66,Sereno St,'Kahulfo',96793,nv,19540223,28,206 2409119,,8
rec-2625-dup-0,Alishq,Kaulaha,10,Nikolo St,'Kzlaheo',96768,,19560627,30,213 8136615,,8
rec-2475-dup-0,'Alisga',Davis,22,Ehupha Pl,Pakala Village,90200,az,,26,310 7051875,,3
rec-2817-dup-0,Takemoto,Alisha,27,Bravowd,Waialua,85004,az,19561105,35,310 0163399,8285738,4
rec-1627-dup-0,Alisa,Tomia,31,Kaumaka Pl,Tiki Gardens,85224,cz,19680602,10,310 5874319,,6
rec-989-dup-0,Alishz,Chock,6,MokunoiowPl,'Hioo',90290,tx,19800911,25,808 4275366,7201117,4
rec-2453-dup-0,Alisha,'KumulÄÊ»ay',10,,Olowalu,85283,nt,19750902,28,253 2673632,,3
rec-687-dup-0,Alisha,Okadt,,Hoolulu St,Launijpxoko,85260,,20030605,33,602 7161376,7733466,0
rec-2695-dup-0,Alisah,Anp,84,Thatcber Ct,'Hanaskei',96770,tx,,28,213 5691933,,5
rec-1673-dup-0,'Alishs',Morimxto,4,AnapalaguPl,Wahiavwa,89124,az,19801115,,808 3955120,7420205,7
rec-1452-dup-0,Alis a,Davis,68,Kokio Ln,Volcano,92090,hi,19550409,28,,3847840,5
rec-1605-dup-0,Alusha,Choak,6,Hyde St,'Kealaekja',85260,nv,19220804,21,423 1413572,3402479,7
rec-2913-dup-0,Alisha,Youmge,279,Charles St,Tiki Gardens,85009,hi,19550320,22,206 2462927,,4
rec-2110-dup-0,Alisha,La,4,,Kurtistown,96778,az,19710124,53,253 4186690,,0
rec-553-dup-0,Alisha,Ueharb,372,Aha Ni Pl,'Puakp',90270,az,19950928,,808 8003824,,6
rec-2357-dup-0,Alisha,Ishyi,,Velez Rd,'Royql Kunia',81900,nv,19811221,,,,0
rec-474-dup-0,Ridge,Shimada,3,,Maalaea,89124,ww,19930114,24,808 5646939,,3
rec-158-dup-0,Hema,Yogi,633,Kamoamoa Hestd Rd,Paauilo,85290,wa,19980713,,480 5780707,2481660,6
rec-101-dup-0,Errol,Tomita,23,,Lanai ity,96747,nv,20170201,,310 2938797,7658875,9
rec-2131-dup-0,Alisha,Yamaska,40,Monte St,Nanawale aEstates,89112,hi,19441018,30,808 9588774,,2
rec-2186-dup-0,Alisha,Andees,13,Upper St,Kailua VDP,90290,az,19380325,26,602 4487281,1267837,9
rec-1671-dup-0,Hannah,Mattos,28,Bauhunf Pl,Volcano,90212,,19910119,,213 5577676,7778620,9
rec-482-dup-0,Kahale,Takechi,21,Lima St,'Vilcano',85241,gic,19431127,,213 7107170,,1
rec-2095-dup-0,Sherry,Miyasato,7,Anapalak Pl,85040,Volcano,az,20010428,,808 1321983,4557598,5
rec-1273-dup-0,Alish,Carlsoh,37,Bougainviplle Loop,Tiki Gadens,89133,,19811109,,206 3021326,9159679,7
rec-720-dup-0,Alithu,FitzGerald,47,Kaumailuna Pl,Lanaik City,90920,vn,20120128,29,206 2450110,,6
rec-2063-dup-0,Alisha,Uehada,5,Simpsln St,Volcano,85057,nv,19451006,36,602 0396000,,9
rec-757-dup-0,Alisha,'Nukolao',16,Kapaakea Ln,Laawi,85079,ot,19850915,31,,,8
rec-274-dup-0,Alis,Akani,94,Monte St,Holualoa,90245,ha,19470501,36,423 8126480,,2
rec-1940-dup-0,Lracnn,Ikeda,17,Kaiolohia Pl,'Laie',85224,hi,19800326,,206 6933437,,4
rec-1173-dup-0,'Denre',Hill,68,KipusPl,Puako,,hi,19610503,28,423 4235965,,9
rec-1737-dup-0,Alisa,Toywms,55,,'Olinds',85260,tx,19650608,30,808 8543653,3385160,8
rec-2483-dup-0,Alisa,Hauoli,53,Kaumoku St,Pualo,96731,az,19750929,33,310 1551603,,5
rec-888-dup-0,Alisha,Ka,25,Kaualk Pl,'Honwlo',96753,or,19941208,34,206 1627508,,5
rec-2761-dup-0,Alisha,Nakamofn,480,Kipd Pl,'Honolwa',89125,az,19220711,29,206 3605804,4438649,8
rec-1081-dup-0,'Alisga','Dhodk',26,,'Kajzili',96795,tx,20200309,,213 8245572,,0
rec-1449-dup-0,'Alisga',Thompeon,67,The Mall St,Tiki Gardens,96754,or,19530325,31,423 1155248,2777032,2
rec-1924-dup-0,Alisha,Okil,41,Grewia Pl,,85247,az,20120914,23,423 3658733,,6
rec-2264-dup-0,Alisha,Hollasd,592,Kaimana,Kapaua,96747,hi,,32,808 9012831,,5
rec-885-dup-0,Alisha,Hollnad,35,Kipu Ols,Waimea mCDP,85247,az,19210816,,423 7573541,,9
rec-961-dup-0,Alisha,Chock,76,Keopua jSt,Fern Axres,89121,nvs,19900315,36,423 4425144,,8
rec-1981-dup-0,Alisha,Raymond,16,Kaminfk Dr,Volcano,89141,,20211111,37,602 0553771,,3
rec-629-dup-0,'Alishs','Taynond',8,RoseAt,Honalo,85075,hi,19690518,25,,,5
rec-408-dup-0,,Onkw,2,Thurston Ave,,89116,wa,20111124,,213 6543894,,1
rec-1443-dup-0,'Alisg',Dkvis,1110,Alo Alo St,'Pukaalnk',96766,hi,19420713,31,,4445760,7
rec-303-dup-0,'Alizga',Takenakj,90,7th Ave,Waipahi,89717,az,19761006,19,808 9903500,,8
rec-2808-dup-0,Malachi,Shibuya,16,Ala Maksbni Way,Honal,96727,,19280825,30,,,3
rec-2325-dup-0,Alisha,'Dyarte',4,Kanalii Pl,Waialuq,85224,ho,19350818,29,253 9782422,,1
rec-2904-dup-0,Alisha,Honda,1,Mountain Home St,Puako,85025,az,,42,423 2335747,8815851,6
rec-964-dup-0,Alisha,'Dhock',49,Kalehu St,Waimmea,89122,hi,19820409,,808 3173715,1312365,9
rec-1563-dup-0,Alisha,Perrera,0,,Olinda,89104,an,19480201,,253 3740498,,8
rec-1926-dup-0,Alisha,'Gushikrn',21,KamoamoaHmotd Rd,Pahala,85053,hi,19891216,31,,,1
rec-2642-dup-0,'Aliyhs',Takenaka,192,Stanley St,Paia,85207,,19430627,27,310 0380638,,4
rec-218-dup-0,Auishs,Javier,17,Alika Ave,Puako,90290,or,19390921,31,423 4399813,,1
rec-2176-dup-0,Alisha,Agustmn,18,Kalauokalani Way,Kapfaplua,85290,,19971229,30,206 3140813,,2
rec-2968-dup-0,Alisha,Chocm,26,Naupak dl,'Pakala Villagw',85003,az,20080223,32,480 6731216,,9
rec-2168-dup-0,'Aliwhs',Choc,16,iPl Kaohe,Maunaloa,85224,,19510503,21,253 4940065,3059471,4
rec-1933-dup-0,'Foba',San chez,3,Wahi nePl,Volcano,89149,,19390617,27,206 9634056,,5
rec-308-dup-0,Alisha,Velasco,234,Nikolo St,Halawa,85014,ws,19850731,2,423 7870444,5452624,9
rec-2445-dup-0,Alisha,Hollqnd,2,,Kaumadkani,89198,,19200103,29,310 0701459,,3
rec-838-dup-0,'Alista',Yaon,10,WaterhoudeSt,Volcano,90292,hi,,13,213 6456208,,5
rec-157-dup-0,Alisha,Sanfhez,322,Kamoi Pl,Olow alu,89118,hy,19280228,32,480 3070272,4301569,1
rec-2127-dup-0,'Mklo',,106,Anapalwu Pl,Haliinaile,85005,hi,19990104,,213 1335613,,5
rec-695-dup-0,Alisha,Hillgw,25,Bougainville Dr,Royal Kunia,90290,wa,20020610,30,602 2606736,1634528,0
rec-205-dup-0,Alisha,Madajnba,04,,'Fern Acrez',85014,az,19721124,25,808 2599674,,0
rec-1499-dup-0,Alsiha,Morikto,47,Waaloa Qay,Seaview,96731,hu,19730906,8,423 5949583,5982027,3
rec-790-dup-0,Alisha,Tangonan,342,Anapalau Pl,Waimanalo,90221,az,19620929,23,,,8
rec-340-dup-0,Alisga,Takemoto,,Niuped mst Rd,Puako,85257,hi,,52,423 2498745,,9
rec-2276-dup-0,Alisha,Ikefi,25,NaupakaPl,Volcano,96747,,20111001,26,,,7
rec-1884-dup-0,Alisha,'Kahlo',83,Puowaina Dr,Volcano,85075,wa,19921023,,206 9546072,2458173,1
rec-1401-dup-0,Akisna,Kkmoto,255,Kauhako Pl,Kahluu,90260,,19890102,10,602 3708438,,2
rec-1490-dup-0,Sanchez,Alisha,10,Montgomeey Dr,'East Kapoleo',85041,,19841006,,253 3924065,,9
rec-1916-dup-0,'Alisga','Takdmoto',4,Kipu Pl,Helemano,85216,hi,19260323,,310 4891322,,9
rec-863-dup-0,'Alisga',,11,Kii Nani Pl,'Voocano',81935,arz,19201022,35,253 7721914,4021721,9
rec-2236-dup-0,Alisha,'Lala',2,Kaimna,Hilo,96747,nv,19531031,,480 8841254,,5
rec-988-dup-0,Alisha,Chofa,19,Naupaka Pl,Volcano,89139,hi,19310328,27,253 7974588,,3
rec-1612-dup-0,Alisjha,Kamw,34,Holokah ana Ln,,85250,az,19580501,32,602 2865234,,0
rec-691-dup-0,Alisha,Yasui,111,Wapunalei Rd,'Voocano',90222,hi,19850807,39,480 6540347,,4
rec-1281-dup-0,Ridge,Takemoto,15,Kidd fS,Omag,90290,aa,19460421,31,480 5740865,,8
rec-2995-dup-0,Alias,,16,Kokee Pl,Kaumajani,85079,hi,,,310 2633921,,0
rec-2569-dup-0,Alisha,Coelho,4,dPl Shower,Lihue,90245,nv,20160426,31,602 9712877,,1
rec-2899-dup-0,La,Lambert,6,Paauilo Pl,Makakilo,96746,hi,19910508,,808 8881446,,1
rec-2772-dup-0,Alisna,'Mama'n,4868,Anapalsu Pl,Volcano,85224,,19320508,19,423 5200882,,6
rec-1256-dup-0,Terrie,Chock,96,Homesewd Rd,'Malihiwi',89173,az,19221207,24,213 9944051,2325752,3
rec-2740-dup-0,Alisbwn,Takenaka,30,Kaumaka Ol,Volcano,85069,az,19220421,,602 0886193,,6
rec-153-dup-0,Alisha,Chock,19,Anapalhu Pl,90290,Helemano,az,,,602 8119670,,1
rec-551-dup-0,'Alisga',Herrera,12,Naupaka Pl,Honalo,96782,ji,20170314,25,253 0309689,,0
rec-880-dup-0,'Alishs',Yohi,333,WailewkRd,,96726,,20140826,,423 4409118,,8
rec-1084-dup-0,Alishs,Souza,76,Nana Honua St,Pupukea,85063,az,19630910,03,808 1431791,,1
rec-1706-dup-0,'Alishs',Uehadta,4,19thmAve,Fern Acees,90274,nv,19960724,32,253 2533204,7982218,4
rec-276-dup-0,'Alisga','Ojara',125,Tampa Dr,Pui,89121,hi,19770123,21,310 7470197,7011617,6
rec-2137-dup-0,Alish,Pagan,6,St Kula,Volcaao,90290,hi,19401023,30,423 2800221,,8
rec-2613-dup-0,'Alisga',Alebana,224,,'Honokas',89127,cvi,,11,206 6001994,,3
rec-2126-dup-0,Alisa,Kimod,32,Cleghorn St,Kaplaua,90209,nv,20100622,30,423 0432157,1198970,0
rec-25-dup-0,'Alishs',,19,Anapalau Pl,Hickam Housing,90290,az,19661103,25,206 8573697,,4
rec-470-dup-0,'Alishs','Mitta',5,Seaman Ave,Pearl City,85207,aa,19610501,,602 7145620,,5
rec-2983-dup-0,Alisha,Obrien,412,Laukupu Way,Kahaluu,96704,az,19340131,3,480 9971983,,4
rec-2931-dup-0,,Oki,41,Mauna Kea-umikoa Trail,Waimea,96746,nv,20000510,36,808 0994115,1811836,6
rec-1806-dup-0,Alisha,Sugiyama,9,,Volcano,90290,nbl,19870712,30,602 7566265,,8
rec-337-dup-0,Alisya,La,63,Ehupja mPl,Volcano,92702,or,19210218,,808 6046752,,0
rec-2221-dup-0,Marvin,'Takemoro',15,Upper St,Volcano,89142,hi,19340429,23,206 2410143,,0
rec-972-dup-0,Alisha,Garrett,6259,Ala Leie St,WaipionAcres,85206,,20170627,32,253 7023467,,2
rec-1008-dup-0,Alisgha,Tamayo,13,Paa St,'Pinalzuu',96746,hi,19910326,8,602 5977097,,9
rec-2438-dup-0,Alisya,Agiunaldp,8,Grewia Pl,Kaumakani,82548,nv,19911130,62,808 0833769,3576819,7
rec-1588-dup-0,Alisna,Moluna,11,PanuiD t,Kahzluu,90290,hi,19290316,41,310 5283539,,3
rec-2960-dup-0,Alisha,'Obriem',213,Pinaoula Pl,'Kahalui',90290,nv,19390117,28,,,0
rec-548-dup-0,Alisha,'Ucbidam,205,Hoe St,'Haebc',85011,az,19570816,21,602 4705411,,9
rec-2406-dup-0,'Alishs',Chock,21,Kaimana,Honal,82519,aa,20140724,19,480 8899936,,5
rec-1498-dup-0,Alisha,Choci,38,Kaawalii Rd,Tiki Gadrens,90280,az,19800111,39,213 3197368,,7
rec-2479-dup-0,Rene,Mana',19,7th Wve,Pakala Vkllage,85217,,19500919,28,253 6023788,,1
rec-673-dup-0,Alisha,,24,Hiilawe St,Fern Acres,90290,nlv,19320526,33,808 2582292,8545675,6
rec-1944-dup-0,Alisha,Mateo,129,Kapaakba Ln,Makawao,90255,az,19781119,03,206 8792772,8577411,2
rec-484-dup-0,Alisba,Martian,111,Naupaka Pl,Volcano,85097,hi,20001118,35,310 8310900,,0
rec-1845-dup-0,Alisha,,,Ke Al aOla Rd,Honalo,90290,as,19980706,24,808 2452657,2727386,9
rec-2626-dup-0,Alisha,Tomuta,48,Osorio Ll,Volcano,85075,az,19440424,33,253 8916942,9744126,2
rec-2107-dup-0,Alisha,'Lypns',48,Ahina St,'Paoa',89120,,19820421,28,602 0308577,,2
rec-2420-dup-0,Alisha,Oki,7,Alauja,Kaumahani,85259,tx,19980915,28,808 2573375,4935962,8
rec-1187-dup-0,Alisha,'Dhocvk',16,Puuhue Rd,Olinda,96746,,19710605,22,253 9784090,3184257,9
rec-1835-dup-0,Alisha,Liag,43,Kaumaka Pl,'Voocano',89138,as,19910704,,206 3970389,,4
rec-709-dup-0,Alisha,Tom,0,Naupaka Pl,Lau,90245,nv,20010912,37,206 3777487,9661890,5
rec-2326-dup-0,Hema,'Sfephens',12,Keama Ll,RoyalKunia,89143,oe,19580808,26,253 4160448,,1
rec-1956-dup-0,Alisha,Miguejl,22,Ahf St,Volcano,96467,az,19790705,34,808 2472587,,1
rec-561-dup-0,'Aliahs',Kapua,13,,Haliimile,85068,wa,19911218,30,,3569492,9
rec-1185-dup-0,Alisha,'Nakamuda',17,Mokunlio Pl,Kalaeloa,85219,oj,19350298,,253 1709986,7451654,1
rec-1744-dup-0,Alisha,Roselani,5,mSt Rose,'Halawcq',89102,hk,19440512,26,808 6643488,2532481,0
rec-1130-dup-0,Aliiha,Scott,4,Smith Rd,Waiohinu,96706,hi,19560531,03,423 3367110,,1
rec-1394-dup-0,Caelyn,'Scotg',19,Halemaumau Pl,Pugko,96747,nv,,23,,7271377,5
rec-669-dup-0,Alisha,Holland,71,Moanalualani Way,Pukalani,90290,nfs,19990703,23,213 7485637,,2
rec-2602-dup-0,Alishms,Duncan,5,Tampa Dr,Waimalu,85043,wa,19300605,18,253 3324483,5192904,0
rec-1423-dup-0,Alisha,Hori,313,KaumakaPl,'Tiko Gardens',96746,hi,19340621,25,310 8369585,3562721,9
rec-826-dup-0,Alisha,Anelp,6,Neville ay,Volcano,90290,wa,19510829,27,480 0123940,,8
rec-1954-dup-0,Alisha,'Dhock',,Kumulawu,Volcano,92705,hi,19921221,34,310 6119009,,6
rec-1539-dup-0,,Demello,2,Mokuhano Pl,Puakuo,90220,nv,20190715,,213 8508760,,5
rec-2321-dup-0,Asae,Duafte,295,Holela Pl,Fern Fprest,85260,ndg,19410312,31,808 1288975,6719829,9
rec-246-dup-0,Alishq,'Ly',4,,Laie,85219,ak,19801101,22,206 1780132,,2
rec-1158-dup-0,Therese,'Nqito',49,ThatchdrCt,'WaikoloaBeach Fesort',96746,hi,19500217,26,480 2320368,,7
rec-111-dup-0,Stacy,Sagcio,7,Puowaina Dr,Volcaxno,85253,wa,19370204,30,310 3612429,2393697,0
rec-2403-dup-0,Aliha,'Nakagwa',7,Liliuokalwni Ave,Keaau,85250,nv,20131026,,253 0363967,,6
rec-94-dup-0,Alisha,Taniguchi,,Puka St,Volcano,85269,,19521016,,,,0
rec-1388-dup-0,'Alisga','Sajchez',21,Anapaaxu Pl,Pupukea,97657,hi,20111210,32,206 1703987,,5
rec-2019-dup-0,Carmela,Sanchez,15,Keoniana St,Papaiekkou,90290,of,,,213 5952699,5088214,4
rec-2037-dup-0,Takemoto,Alishq,22,HanohanktWay,Pakala Village,85261,nv,20161213,,253 7851097,4254744,2
rec-901-dup-0,Onaga,Alisha,3,Mokunoio Pl,,90212,,20160706,,,,3
rec-2551-dup-0,,Tsuda,32,Naupakda Pl,Captain Cook,85216,,20050714,32,310 6878680,,7
rec-1694-dup-0,Alisa,Lyons,1,Captain Cook Ave,'Volcahni',85003,,19960329,26,310 4586536,,4
rec-2684-dup-0,Alisha,Choci,7,Ke Ala Ola Rd,Hauula,90290,hb,19690711,,213 4763905,,4
rec-1244-dup-0,Marvmn,Aloiki,101,,Paaruio,85204,hi,19830331,19,206 5530604,,5
rec-1750-dup-0,Alidja,Sanchez,2,Makalapa Dr,Honalo,85019,bi,19760515,39,213 5078680,,2
rec-2669-dup-0,'Alisga',Choc,68,Naupaka Pl,Lai,85075,a,19570708,28,206 2291009,,1
rec-2917-dup-0,Alishn,Obrein,213,Sereno St,Paayilo,96746,nv,19641130,24,206 6381626,,6
rec-881-dup-0,Alisha,'Davezd,11,Nalanieha St,Waimes CDP,90255,,,14,480 9981646,5856812,6
rec-1913-dup-0,Alisha,Sonodfa,19,BougainvillelLoop,Paia,89124,aq,19360213,12,423 4782023,3019869,7
rec-2344-dup-0,Ridge,Salmps,3,Plantaton Dr,Tiki Gardens,92780,az,19620831,32,808 8835383,6496795,2
rec-1724-dup-0,Alisha,,21,Naupak Pl,Kapaylua,85219,wa,20200805,34,423 6802460,,7
rec-63-dup-0,Alisha,'Kpki',11,Kailiq,Puako,85249,,20140718,27,253 3943025,,1
rec-219-dup-0,,'Aujai',274,Hoolokahi St,'Hojalo',85211,hi,19710228,,602 8211892,,6
rec-2737-dup-0,Ridve,Kimoto,136,Makaiwa St,'Vilkano',85075,,19800225,27,480 2239951,,1
rec-2909-dup-0,Alisa,Lv,107,Ainapua St,Hauulca,89133,hi,20060301,39,310 2152329,6275318,0
rec-948-dup-0,'Alishs','Sanchfz',4,Anapalau Pl,West Loc Estate,85031,nv,19520922,28,253 7552454,,4
rec-2574-dup-0,Alish,Shimabuku,38,Palikl St,,92705,s,19510915,30,808 9147081,,9
rec-2262-dup-0,'Alizhs',Kans,257,Anapalau Pl,'Paauioo',85087,az,19861228,21,480 9125465,,4
rec-1433-dup-0,'Alishs',Tom,2409,Kapaakea Ln,,96277,or,19660117,,213 1117718,9303033,1
rec-1678-dup-0,Alisha,Fujikawah,991,Koholalre Rd,Volcano,92782,az,19220126,,310 0501214,,8
rec-1118-dup-0,'Alishs',Arakaki,95,Ihiloa Pl,,89121,az,20031207,11,253 8200829,6607120,7
rec-2651-dup-0,Alisha,Rosa,6,Pua Way,Kapalua,85057,az,19490529,27,,,7
rec-1033-dup-0,Alisha,,7,Holokai Pl,Volcano,85075,az,20061023,29,423 2710148,,5
rec-984-dup-0,Aliswha,Furtado,37,,'Hawakian Acres',85212,hin,19730708,,206 3700921,1113373,8
rec-2235-dup-0,Alifha,,299,,Volcanl,85273,nv,19310926,,423 2788205,,2
rec-839-dup-0,Alicha,Gutierfez,11,Paine Xi,Makqkilo,,,19251202,29,253 4400309,,6
rec-59-dup-0,Alisha,Roxs,131,,Kamaili,85211,qs,19550721,35,602 3044547,3347154,1
rec-1893-dup-0,Alisha,,4,Wyllii l,Kualapuu,85705,,19200816,12,,,8
rec-1476-dup-0,Morwis,Holt,,Kipu Pl,Heei,85023,az,19850617,35,213 8382239,9565352,2
rec-84-dup-0,Aliwha,Lucero,795,Kuahono St,Wainiha,85307,nv,19940710,21,602 5974585,,5
rec-2078-dup-0,Alisha,La,193,Ala Kamqile St,Ahuimanu,89235,az,19840420,,,,7
rec-2412-dup-0,Alish,'Qalshj,7,Halape St,Waiohinu,90249,az,19330831,40,480 8233964,7353616,9
rec-2488-dup-0,Alisja,Chock,506,N Kukui St,Mililani Town,89133,or,19330703,22,213 3346016,,8
rec-1479-dup-0,Holt,Alish,43,Pakanu St,Waipio,85043,ho,19570205,38,253 1891392,,1
rec-565-dup-0,Alishh,Mau,79,Aala Pl,Haliimaile,85085,,19430601,28,808 8803597,,0
rec-1649-dup-0,Alisha,'Dteele',75198,Anapalau Pl,Pakala Village,85009,hi,19340920,29,602 1970289,,6
rec-895-dup-0,Alisha,Okimoto,6,Maile Saty,Kukuih aele,96793,hi,19470126,24,808 0670685,,0
rec-1652-dup-0,'Alisga',Ikera,10,Kinalau Pl,o Heelman,90213,az,19890108,32,213 0967663,,4
rec-263-dup-0,Alisma,Taskza,358,Alaeloa Pl,Launiupoko,90290,or,19761022,35,310 9643461,,7
rec-1592-dup-0,Alisha,Ines,63,Kalai,'Ahuimznu',90212,,19701102,,310 1364914,,6
rec-1552-dup-0,Alis,Lizng,2,Anapalau Pl,Paaio,85075,az,19710802,33,253 3444655,7580432,2
rec-1153-dup-0,Alisha,Oyki,13,IhiloafPl,Kealakekua,85211,aa,19740212,36,602 4795373,,8
rec-833-dup-0,Alusha,Owen,28,NielesPl,Volcano,,nv,19710425,30,480 6765531,,0
rec-429-dup-0,Alisha,,65,Ala KiwovPl,,90029,,20030331,,808 4583347,4718456,3
rec-1172-dup-0,Alisha,Holland,402,,Puako,96775,nv,19800204,33,480 0995405,9340092,9
rec-161-dup-0,'Ridgw',Norris,18,Homesead nd,Waihee-Wawehu,89180,hi,19541205,33,253 0857425,7502522,4
rec-1952-dup-0,Alisha,Kanakalana,36,Mokunoii Pl,'Wwimea CDP',85072,hu,20000611,31,310 8809400,,3
rec-579-dup-0,Alisa,'Fotr',18,Kanau St,Volcano,85079,az,20090513,35,808 1257078,,8
rec-665-dup-0,Alia,'Oii',77,NaupakalPl,Volcano,85087,az,19931210,31,206 1036343,,1
rec-1881-dup-0,Fay,Akat u,30,Uluweuweu Akau Pl,'Mokukeia',96724,wa,20070524,,423 5057389,,3
rec-1111-dup-0,Alisha,'Uehafa',80,Kaumahu Pl,Hilo,85274,ny,19840430,12,808 2497681,3261838,3
rec-2368-dup-0,Alish,Enomoto,5,LincoldhAve,Volcayno,96746,,19270719,,423 4685543,,0
rec-1405-dup-0,Alisha,Bright,353,Ihiloa Pl,'Volcanl',96715,y,19530520,37,206 6051256,,2
rec-1317-dup-0,Alisha,A'ia'i,28,Fuquaun,Pakala Village,96747,oes,19371214,,,,2
rec-1391-dup-0,'Hamnaah',Takeganka,99,Ihiloa Pl,Tiki Garddns,96747,az,19270613,32,602 0928914,4604355,2
rec-2860-dup-0,Alayba,Kobashgawa,5,Lukepahe Ave,Napili-Honokowai,85247,,19951118,30,480 9805349,,8
rec-779-dup-0,Morris,Becker,32,Anapalay Pl,Puask,85225,,19290703,29,808 2977232,1794979,7
rec-456-dup-0,Alish,Yasuda,312,Ihiloa Pl,Royal Kunia,90290,,19440924,,213 9745964,,0
rec-2700-dup-0,Alisha,Chock,3,Kipu Pl,Pukoa,96467,nv,19770306,27,480 8338309,,4
rec-2703-dup-0,Alisha,Uehara,1,Showeroil,'Orchidlancs Estates',89116,hi,,34,206 6274455,,9
rec-1053-dup-0,'Alisga',L,5,Naupaka Pl,Puka lani,82524,hi,19360206,,213 6299020,,4
rec-314-dup-0,Aliysa,Izumi,65,Naupaka Pl,'Jailua',96762,,19321030,34,310 5586550,,3
rec-1974-dup-0,Alisok,Okumura,128,ItascaCir,,85075,,,31,310 9212762,,8
rec-117-dup-0,Alisha,Sullivan,1979,KeokeseoLop,Paia,85247,nv,20030824,31,206 8527952,,7
rec-1815-dup-0,Alisghw,La,20,Keopua St,Kalaeloa,96746,az,19780919,36,213 1172800,,8
rec-502-dup-0,Alisq,'Burbs',,37th Ave,Lauinupoko,96729,hi,20190104,8,253 6103589,,4
rec-598-dup-0,,Alishj,6,E Hins Dr,Kapolei,85069,wa,19811116,11,310 8763559,,5
rec-2296-dup-0,Alisha,Holland,35,,KaneoheB ase,89121,wz,19570805,25,808 2638222,2321061,6
rec-2775-dup-0,Alisha,Chock,6,Ala Puawa Pl,Honalo,85250,or,19451208,,808 3157129,8073188,0
rec-1892-dup-0,Alisha,Chock,4,Kaumaja Pl,Kapolei,90209,az,19991219,32,213 0296515,3228957,5
rec-499-dup-0,Alisa,Chockw,3,Kaumaka Pl,Hawaiian Ocean View,90209,,19860524,,206 3039462,,1
rec-397-dup-0,Alisha,,56,Ihilhw Pl,'Olinea',85043,wya,19631004,,808 5812201,,4
rec-1470-dup-0,'Alishs',Hiapo,12,Malulani Cir,Keaau,96742,hi,19211211,52,213 0393259,,0
rec-2183-dup-0,Rayden,Sanvhez,84,Puuhonuah St,Pakala Village,96747,az,19790706,31,206 3364086,,8
rec-1575-dup-0,Matthzws,Alih a,122,Kumulaau,Volcano,85292,az,19800207,22,253 2359520,1642759,2
rec-1752-dup-0,Alisha,Tomita,,AmaupSt,Paaivo,85252,nv,19780727,,310 6285940,3366483,2
rec-130-dup-0,Alisha,,6,KowlihRd,8522s,Puako,,19230602,,480 5545247,,3
rec-434-dup-0,Alish,Aquino,13,Limd St,Pearl Cty,96771,az,19904092,30,310 9724027,3513333,4
rec-1366-dup-0,Alidha,Honmw,1,Naupzka Pl,Kahaluu,90624,az,20080909,,,,1
rec-428-dup-0,Alisha,'Moim',14,Kanoa,Tiki Gardens,09270,hi,19361014,26,480 5439879,,8
rec-1800-dup-0,Ridge,,51,Homestead Rd,Waimea,85238,nv,19750413,25,480 1058438,3379290,5
rec-650-dup-0,Alisha,Koyanragii,14,Pilialo Pl,'Palaikou',89149,hi,19940822,31,808 3203279,4652590,1
rec-1309-dup-0,Alisha,'Qrakaa',12,Aloha Aija Pl,Kiluew,96745,,19630930,29,213 4852361,8297849,4
rec-2178-dup-0,Alisha,Chockn,88,Bravo Rd,,85057,c,19360918,,213 7348191,7772886,2
rec-1624-dup-0,Alisha,Salazar,42,Ihiloa Pl,Fern Fzo rest,85272,orh,19590529,32,808 7144505,,2
rec-1076-dup-0,Alisha,,4,Sereno St,Volcno,96778,nv,19610622,30,423 9702732,,0
rec-2794-dup-0,Alisha,Takemmoto,77,Kaaahi Pl,'Kwokea',92712,hi,19240504,23,206 0559714,,9
rec-2014-dup-0,Alisha,Chcf,37,Lincoln Ave,Papaikou,85057,,19840120,25,808 4873235,,0
rec-2291-dup-0,Alisha,Uehara,13,Cavalruy Rd,Volczno,92707,wm,20000922,34,480 5794556,,0
rec-2090-dup-0,'Alishsg,Yamane,4,Sonomaw St,Hanalei,85224,i,20050309,24,423 8686920,,7
rec-468-dup-0,Alisha,Yasuda,2,Flamxe l,Volcaon,96737,az,19461109,,480 7328167,,3
rec-845-dup-0,Alishq,Toguchi,90,Panui St,'Volcani',92708,nv,19690106,,206 4085869,,2
rec-334-dup-0,Micah,,392,KipuPl,Volcano,89124,nv,,,808 0489286,8357266,2
rec-2690-dup-0,Alisha,Tanigaua,15,Homestead Rd,Orchidlands Estates,85233,hi,19771215,20,808 8358364,2024303,9
rec-2836-dup-0,Alisha,Chokc,32,Lincoln Ave,Kahaluu-Keuhou,85259,ax,19510807,,213 3059173,6265794,3
rec-2671-dup-0,Tomita,Alisha,286,Pinaoula Pl,Volano,96737,nv,19430621,9,,,1
rec-2915-dup-0,Alispa,Higuchi,1,Reeves Loop,Haliimaile,85250,nv,,,808 3451916,1602827,2
