rec_id,given_name,surname,street_number,address_1,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
rec-1653-org,Alisha,Holland,6,Kimokeo St,Wailua,85075,az,20000807,36,213 6641866,2606830,3
rec-17-org,Terrie,Obrien,,Anapalau Pl,Volcano,85043,,19810715,,480 3964836,,2
rec-2780-org,Alisha,Holland,186,Lippia Loop,Halawa,85067,az,19270428,34,310 5017234,,8
rec-614-org,Ridge,Ha,69,Ala Kipa St,Keokea,96712,wa,19951012,25,423 2568759,,3
rec-680-org,Alisha,Chen,14,Naupaka Pl,West Loch Estate,96751,,20160524,37,253 0678701,8988474,9
rec-2658-org,Jayde,Teramoto,17,Naupaka Pl,Honaunau-Napoopoo,85025,az,20110407,37,206 2440080,,7
rec-928-org,Alisha,Amosa,17,,Maunawili,90255,az,19460608,28,206 7166126,,0
rec-407-org,Alisha,Uehara,11,Fort St,Volcano,85216,nv,19301026,30,213 9530009,,1
rec-387-org,Alisha,Chock,59,Mc Cully St,Kamaili,96752,nv,20170909,,480 6963534,,0
rec-2964-org,Alisha,,48,Brown Way,Volcano,85280,wa,19890421,,602 3545884,8929004,3
rec-831-org,Alisha,La,2,Ohohia St,Mahinahina,96746,az,19560531,26,,,6
rec-1338-org,Alisha,Chock,132,Hospital Way,Hauula,90290,wa,,39,480 0429858,3862106,5
rec-1633-org,Alisha,Becker,39,Pine St,Makawao,96745,or,20051223,39,602 6010651,1957470,8
rec-2454-org,Alisha,Rodrigues,2,Meanui Way,Volcano,90290,az,19680922,27,602 7845321,1747699,9
rec-1780-org,Alisha,Akau,18,Mahie St,Hawaiian Acres,89146,az,19470618,9,602 4120926,,2
rec-2056-org,Alisha,,4,Kelikoi St,Kualapuu,89124,,19520605,,253 7272232,5085412,8
rec-2708-org,Alisha,Tomas,252,Ehupua Pl,Kapalua,96746,nv,20160623,26,423 9688902,2697485,9
rec-2970-org,Hannah,Matthews,35,Anapalau Pl,Seaview,92701,az,19610221,29,808 7854336,4577711,0
rec-1156-org,Ridge,Chock,157,Reeves Loop,Kailua CDP,85216,nv,19230626,,480 6814930,,7
rec-842-org,Alisha,Becker,7,Paui Pl,Ewa Villages,90290,az,19750511,,480 5222297,,9
rec-239-org,Alisha,Duarte,8,Jaluit Pl,Volcano,85043,,19590123,25,808 0259157,,6
rec-2125-org,Alisha,Kalani,6,Anapalau Pl,Tiki Gardens,85250,nv,19620604,36,213 7481661,,0
rec-2381-org,Alisha,Hayashi,48,Oneele Pl,Tiki Gardens,85219,az,19670909,29,602 8439027,,0
rec-1117-org,Lei,Laka,2,Puowaina Dr,Kealakekua,85041,nv,20111002,20,253 6466716,,5
rec-2091-org,Hannah,Chock,30,Huelani Dr,Lanai City,85020,hi,19320429,30,310 7625798,,0
rec-2494-org,Alisha,Sanchez,3,Kaumaka Pl,Volcano,96790,hi,19690907,,423 7752041,,0
rec-1162-org,Alisha,Holland,26,Anapalau Pl,Volcano,85002,hi,19290604,38,253 3862378,,8
rec-2330-org,Alisha,Furtado,34,Tampa Dr,Wailea,85022,or,19761012,,602 3510807,,0
rec-2035-org,Alisha,Yang,42,Ala Leie St,Nanawale Estates,85014,,19490809,19,480 3773046,6733219,6
rec-542-org,Alisha,Ikeda,116,Manalo St,Tiki Gardens,96747,hi,19460304,30,808 7172853,,9
rec-1381-org,Alisha,,19,Kamole St,Volcano,85219,hi,,35,602 8203785,,4
rec-323-org,Alisha,Holland,36,Rte 11,Kahaluu,85208,az,19701225,25,213 5086338,,7
rec-1407-org,Alisha,Chock,10,Kaunanano Rd,Kapalua,85237,wa,19221205,6,602 8446659,,3
rec-2358-org,Alisha,Chock,7,,Volcano Golf Course,96743,hi,,,206 0368471,3185300,0
rec-1900-org,Hannah,Gardner,15,Yvonne Pl,Kaumakani,90295,or,19340804,33,808 8152940,2126067,7
rec-2221-org,Marvin,Takemoto,16,Upper St,Volcano,89124,hi,19340429,23,206 2410143,9600524,0
rec-1616-org,Alisha,Rogers,39,Jones Ct,Kilauea,85247,nv,20190404,12,310 3656728,9664655,0
rec-1944-org,Alisha,Mateo,120,Kapaakea Ln,Makawao,90255,,19781119,30,206 8792772,8577411,2
rec-840-org,Alisha,Ikeda,15,Moreira St,Kalaheo,92705,nv,20000830,30,808 0155328,9890573,8
rec-2551-org,Alisha,Tsuda,32,Naupaka Pl,Captain Cook,85216,wa,20050714,32,310 6878680,9972755,7
rec-2512-org,Alisha,Chock,85,Bougainville Loop,Punaluu,90220,az,20030926,34,253 0365235,5937341,5
rec-1078-org,Morris,Keawe,56,Kaoopulu Way,Wailea,90290,az,20051219,29,310 6513160,8520522,6
rec-814-org,Alisha,Lui,25,Anapalau Pl,Kahaluu,85224,az,19430703,33,206 7933700,,0
rec-2905-org,Alisha,Kurihara,24,College Walk,Puako,89124,,19320901,,310 5293180,,1
rec-2919-org,Alisha,Cambra,14,Kuakini Hwy,Puako,85075,az,19790914,8,480 5059799,3574033,0
rec-1626-org,Alisha,Ahe,24,Ihiloa Pl,Volcano,85283,nv,19990921,37,213 7960175,,2
rec-2845-org,Hannah,Kahale,4,Sherman Park Pl,Leilani Estates,89132,az,19721028,33,808 9038891,,2
rec-1955-org,Alisha,Nishihara,72,Hulakui Dr,Volcano,90212,,20060806,29,206 0979613,,4
rec-781-org,Alisha,Davis,757,Puhala Rise,Fern Acres,85260,,19350913,,206 0868185,,8
rec-739-org,Alisha,Nahele,7,Ainakoa Ave,Maili,89133,hi,19741022,,423 7577313,,6
rec-1103-org,Alisha,Takemoto,18,Paauilo Pl,Honomu,85075,az,20180801,,480 0894216,9053360,5
rec-985-org,Alisha,Holland,75,Stillman Ln,Ewa Beach,90290,nv,19420704,4,213 7945230,1266815,2
rec-2352-org,,Hill,1661,Apuwai Pl,Wahiawa,85075,nv,19710716,33,602 8827816,,2
rec-1929-org,Alisha,Pham,5,Naupaka Pl,Royal Kunia,96777,az,,30,310 8029691,,1
rec-586-org,Alisha,Chock,20,Pumehana St,Waiohinu,85250,az,19570106,37,310 7180169,2476954,6
rec-1116-org,Alisha,Alebana,62,Anapalau Pl,Volcano,85043,,19500714,34,,3006965,0
rec-1232-org,Janel,Teves,332,Papali Pl,Volcano Golf Course,96756,az,19680724,,206 8178252,,6
rec-819-org,Alisha,Uehara,185,Huli St,Kaneohe Base,85260,az,,,310 5798322,,0
rec-148-org,Alisha,Chock,109,Alani Dr,Omao,85281,tx,19871219,26,253 2714990,2997470,7
rec-683-org,Alisha,Obrien,19,Kipu Pl,Hawaiian Ocean View,96746,or,19910930,23,808 3588627,8330618,3
rec-1707-org,Alisha,Holland,137,Paoa Pl,Puako,85046,az,,34,213 7081814,,6
rec-212-org,Bert,Kondo,50,N Kukui St,Wailea,89124,az,19840901,,602 3377655,,0
rec-2139-org,Alisha,La,60,Lawelawe Pl,Kailua CDP,89116,az,20091229,,213 1231309,,1
rec-2410-org,Alisha,Chock,3,Fort St,Volcano,85260,tx,,35,423 0368173,,2
rec-1330-org,Tinamarie,Barker,8,Kipu Pl,Volcano,85227,nv,20090415,22,213 3324942,,4
rec-962-org,Alisha,Chock,141,Kanoelani Rd,Waikoloa Beach Resort,85043,or,19451211,24,253 4419736,,1
rec-295-org,Alisha,Uehara,75,Paine Cir,Volcano,85041,hi,,34,253 2733894,2670097,3
rec-2531-org,Alisha,Kane,9,Velez Rd,Kula,90233,hi,19320512,19,602 5560355,,6
rec-1414-org,Alisha,Kobashigawa,24,Anapalau Pl,Volcano,90275,tx,19780211,13,213 2072732,1307757,4
rec-1918-org,Alisha,Tomita,7,Anahola St,Volcano,85297,hi,19981113,24,310 5355339,,8
rec-2855-org,Alisha,Hill,17,Kumulani St,Puako,96746,nv,19900417,38,206 4610872,,0
rec-570-org,Alisha,Chock,65,Kaumaka Pl,Volcano,89156,hi,,36,480 2234680,,6
rec-1618-org,Ridge,Loo,145,Alaeloa Pl,Makawao,85260,hi,19660515,,310 8621747,6230106,5
rec-1193-org,Ridge,Frank,6,Opihi St,Waimea CDP,90202,az,19590520,,480 2328207,,4
rec-734-org,Alisha,Matthews,19,,Wailuku,90290,hi,19670226,27,206 9666184,8164393,2
rec-1720-org,Alisha,Ferguson,40,Kaialiu St,Pakala Village,96778,nv,19950226,33,423 1294884,6987392,2
rec-2374-org,Reuben,A'ia'i,24,Ehupua Pl,Volcano,92799,az,20191213,32,808 3289719,7968621,1
rec-2402-org,Alisha,Chock,36,Anapalau Pl,Waikapu,96746,ny,19720429,13,602 6518019,,4
rec-2025-org,Terrie,La,31,Kalaunu St,Kailua CDP,85260,hi,,,310 9217485,,7
rec-146-org,Alisha,Yamamoto,55,Naupaka Pl,Volcano,85214,,19450331,35,206 2436513,2872349,4
rec-1021-org,Alisha,Masuda,8,Ala Pue Pl,Eden Roc,89116,nv,19420604,36,253 7506614,3551471,1
rec-957-org,Alisha,Chock,4,Atlanta St,Makakilo,92706,nv,,31,310 9276594,7907600,3
rec-857-org,Hannah,Ikeda,9,Akone Pl,Kaneohe,90255,az,19590122,35,213 9045142,1583965,5
rec-364-org,Alisha,Ainakea,16,Donahue Rd,Kaiminani,89132,az,19741205,,602 0174145,,9
rec-6-org,Rayden,Boyd,38,Wilson Pl,Volcano,90290,az,19971127,,480 5178129,,7
rec-1092-org,Terrie,Barnes,158,Kailua,Hanalei,85002,hi,19920130,,213 6007138,7707288,2
rec-1597-org,Alisha,Chock,11,Hauiki St,Hauula,90212,az,19571001,26,423 1519641,3444822,3
rec-2299-org,Alisha,Bates,177,Apaki St,Ahuimanu,89170,az,19891030,40,808 0627394,5569641,9
rec-18-org,Kayleigh,Chock,13,Uilani Dr,Makena,85075,az,19990730,27,423 1684249,,6
rec-2766-org,Alisha,Chock,32,,Volcano,85042,nv,19740630,36,206 9692288,3622882,9
rec-1765-org,Alisha,Yogi,164,Kaumaka Pl,Eden Roc,89146,,19790320,24,206 7123888,6459170,3
rec-2789-org,Alisha,Yasuda,14,Amau St,Volcano,89124,az,19420225,,808 8518883,5664521,5
rec-166-org,Alapai,Holland,18,Kaimoku Pl,Fern Forest,85250,hi,19690725,22,206 7163039,,8
rec-1824-org,Alisha,Scott,61,Hahaione St,Kalaeloa,85250,,19730724,31,206 4330707,,8
rec-1674-org,Alisha,Holland,5,Trousseau St,Kaumakani,85287,wa,19950113,29,423 7670041,,5
rec-317-org,,Powers,42,Naupaka Pl,Kapalua,85274,wa,19511101,32,206 2118449,,4
rec-2482-org,Alisha,Uehara,12,Kamalei Pl,Volcano,85216,az,19571105,26,602 3991410,,1
rec-2965-org,Alisha,Ikeda,335,Anapalau Pl,Volcano,90233,nv,,27,310 5082017,,5
rec-1484-org,Alisha,Steele,45,Halemaumau Pl,Kailua CDP,85043,wa,19450904,9,423 3964547,2350017,6
rec-193-org,Alisha,Hill,35,Anapalau Pl,Puako,96712,nv,19790910,23,602 3316669,5705449,3
rec-1675-org,Alisha,Yamanaka,14,Naupaka Pl,Volcano,90290,hi,20071225,29,206 3528323,8344221,2
rec-4-org,Alisha,Uehara,124,Bravo Rd,Haiku-Pauwela,85075,or,20150707,32,310 6613406,5440016,3
rec-2461-org,Alisha,Kealakekua,9,Reeves Loop,Volcano,90290,az,19200425,26,310 5237909,,4
rec-988-org,Alisha,Chock,9,Naupaka Pl,Volcano,89139,hi,19310328,27,253 7974858,,3
rec-191-org,Alisha,Nakayama,33,Naupaka Pl,Kealakekua,96739,hi,19700329,30,206 9203947,7745190,4
rec-1042-org,Alisha,Chock,70,Hema Pl,Kaumakani,89135,az,20100829,,808 1821154,3071223,9
rec-1665-org,Alisha,Holland,18,Pumehana St,Kaunakakai,89143,az,19791012,34,602 2702741,6452216,7
rec-801-org,Alisha,Teixeira,89,Holei St,Pakala Village,85043,hi,20180106,36,808 9748537,,5
rec-1985-org,Alisha,Kealakekua,13,E Hind Dr,,85262,,19990811,21,423 0350820,3761481,6
rec-2315-org,,Yokota,12,Lihipali Pl,Kaunakakai,85284,,19450902,27,253 4442848,1215505,0
rec-1761-org,Alisha,Yokota,,Hilala St,Fern Forest,90292,,,32,213 2830819,,0
rec-301-org,Sherry,Nakamoto,12,Ohai Ln,Kahaluu,96765,az,19860702,,480 8300235,,2
rec-1547-org,Alisha,Mizuno,3,Kumulani St,Wahiawa,90222,wa,19430110,25,310 2021415,,9
rec-2773-org,Alisha,Barker,33,Burr Rd,Volcano,96781,hi,19410625,27,253 1418885,8109580,8
rec-1526-org,Alisha,Ikeda,17,Upper St,Koloa,89138,tx,19220117,34,310 4186855,6713326,5
rec-2886-org,Alisha,Nakoa,2,Kapaakea Ln,Waiohinu,85256,,19550704,,808 0723352,3593367,6
rec-930-org,,Owen,130,Violet St,Volcano,85087,hi,19730209,,602 0096191,7353465,3
rec-2718-org,Alisha,Newman,118,Kamakee St,Pakala Village,92705,nv,,32,602 3321532,,6
rec-142-org,Alisha,Tanabe,6,Kalea,Puako,85075,wa,19480725,9,213 1714333,,1
rec-1490-org,Alisha,Sanchez,19,Montgomery Dr,East Kapolei,85041,,19841006,,253 3924065,,9
rec-2312-org,Alisha,Uehara,30,Kapahu St,Kalaeloa,89143,nv,19220521,12,253 3460562,7518556,6
rec-1581-org,Fay,,66,Anapalau Pl,Volcano,85216,,19721203,32,602 8664055,,3
rec-1869-org,Alisha,Okubo,330,Lukepane Ave,Pakala Village,85079,wa,19851014,12,423 9385304,,4
rec-2470-org,Ridge,Burns,9,,Honokaa,90290,nv,19860106,,423 7578994,,9
rec-1803-org,Alisha,Tolentino,6,,Honalo,90290,or,19880902,25,213 8997925,,5
rec-926-org,Teruko,Uehara,29,Ionakana,,85222,,19380321,26,310 2500744,,1
rec-2161-org,Alisha,Okumura,4,Libert St,Puako,85022,,19880826,29,213 3306255,4161179,2
rec-2275-org,Alisha,Tomita,48,Naupaka Pl,Volcano,85261,,20071226,32,206 9558624,,2
rec-1744-org,Alisha,Roselani,5,Rose St,Halawa,89102,hi,19440512,26,808 6643488,2532481,0
rec-560-org,Alisha,Hirota,20,Mark Twain St,Hauula,85206,hi,19711125,29,213 8133400,9740138,1
rec-867-org,Alisha,Kono,126,Naupaka Pl,Hauula,85086,wa,19310810,34,206 1026534,,1
rec-2716-org,Alisha,Furtado,35,Hayden St,Wahiawa,85237,nv,19561116,27,310 1121328,6309382,4
rec-2861-org,Alisha,Chock,14,Sherman Park Pl,Tiki Gardens,96747,nv,,10,808 8062208,,7
rec-2417-org,Alisha,Daniel,4,Kaeleloi Pl,Kalapana,90266,nv,,31,253 8830754,7355889,5
rec-827-org,Alisha,Okumura,68,,Mauna Loa Estates,90290,az,19780505,22,213 3834857,3942049,3
rec-2276-org,Alisha,Ikeda,26,Naupaka Pl,Volcano,96747,,20111001,26,,,7
rec-2235-org,Alisha,Morimoto,29,,Volcano,85273,nv,19310926,,423 2788205,,2
rec-1589-org,Alisha,Yogi,7,N Kukui St,Fern Acres,85079,,,,808 4707865,,5
rec-2227-org,Alisha,Chock,633,Thatcher Ct,Wahiawa,85287,az,19631228,26,423 4507876,,5
rec-1127-org,Alisha,Chock,49,Bougainville Loop,Kihei,96778,hi,19280303,20,,2249630,0
rec-164-org,Alisha,Okada,34,Ahamele Pl,Pukalani,90222,az,19411007,11,480 0899235,6802863,0
rec-2816-org,Laraine,Ferreira,56,Kopiko St,Haliimaile,85086,hi,19310520,,206 3078817,,0
rec-1265-org,Alisha,Hill,63,Puunui Ave,Waipio Acres,89135,az,19550430,32,253 0447763,8284520,4
rec-665-org,Alisha,Oki,770,Naupaka Pl,Volcano,85087,az,19931210,31,206 1036343,,1
rec-1550-org,Alisha,Hernandez,6,Komo Hale Pl,Kailua CDP,,nv,19260707,24,213 7126194,,8
rec-2398-org,Errol,Andres,6,Waokanaka St,Keaau,85043,,19720324,21,213 7109931,,4
rec-2357-org,Alisha,Ishii,68,Velez Rd,Royal Kunia,89109,nv,19811221,,,,0
rec-2781-org,Alisha,Hamamoto,28,Kalaimoku St,Pahoa,90222,az,19700130,8,253 3671957,8004138,2
rec-1819-org,Alisha,Chock,14,Ihiloa Pl,West Loch Estate,85216,nv,19841104,23,423 2273722,5573369,2
rec-794-org,Alisha,Thompson,19,Ihiloa Pl,Hawaiian Acres,96712,az,19740206,27,310 8575985,,9
rec-1796-org,Alisha,Ainakea,11,Kaimana,Kealakekua,85275,nv,20030402,10,423 4009153,3124141,2
rec-1836-org,Alisha,Sanchez,130,Kidd St,Kaumakani,89134,or,19360227,23,423 6491384,,7
rec-326-org,Alisha,Chock,275,Keoki Pl,Mauna Loa Estates,96744,az,19411201,37,808 9959899,,5
rec-1727-org,,Muramoto,5,Anapalau Pl,Wainaku,85219,nv,19420207,26,253 0341948,,8
rec-2395-org,Alisha,Ikeda,31,Cavalry Rd,Tiki Gardens,90245,az,20100128,29,808 3844387,,3
rec-1436-org,Alisha,Raymond,43,Kamoamoa Hmstd Rd,Kualapuu,90260,wa,19571127,28,206 0239151,,4
rec-2994-org,,Holland,11,Ihiloa Pl,Hilo,85247,hi,,29,808 2726168,,9
rec-893-org,Alisha,Andres,11,Ala Makani Way,,85043,,19900924,30,,,5
rec-1893-org,Alisha,,4,Wyllie Pl,Kualapuu,85075,,19200816,12,310 1095535,7398103,8
rec-675-org,Alisha,Chock,48,Ahuli Pl,Volcano,96756,or,20060731,28,423 8138176,5917907,6
rec-346-org,Alisha,Matsunaga,71,Anapalau Pl,Helemano,85075,,20070203,21,310 1452962,8367463,2
rec-322-org,Alisha,Chock,67,N Kukui St,Kawela Bay,90245,nv,20070427,,253 1218170,,5
rec-83-org,Taj,,7,Black Point Rd,Volcano,90212,az,19470713,,,,1
rec-2451-org,Alisha,Gibo,42,Kamoamoa Hmstd Rd,Kaumakani,89135,az,19600928,22,808 8381222,9963821,0
rec-151-org,Alisha,Chock,103,Kainoa,Hawaiian Paradise Park,89124,nv,19460525,36,310 5075317,,1
rec-1243-org,Alisha,Sylva,6,Panalea Pl,Waipio,90290,az,20070809,25,206 8277861,8939764,9
rec-2416-org,Alisha,Fox,17,Kipu Pl,Pahoa,89133,,19490913,33,206 8164136,4049580,5
rec-1372-org,Alisha,Yoneda,11,Aumoae St,Kahaluu,85079,hi,20010630,44,808 4524060,2437868,6
rec-1724-org,Alisha,Takenaka,21,Naupaka Pl,Kapalua,85219,wa,20200805,34,423 6804260,8221514,7
rec-1542-org,Alisha,Sing,2,Anapalau Pl,Volcano,90290,or,19900626,25,310 9691665,4814455,6
rec-2556-org,Meleana,Dixon,49,Lippia Loop,Volcano,90290,az,19861218,,310 1270193,7211583,7
rec-2799-org,Alisha,Obrien,4,Kaumaka Pl,Volcano,92799,,19330604,11,480 7177291,,3
rec-316-org,Alisha,Taira,36,Sonoma St,Volcano,85043,wa,19300416,37,602 6453628,,1
rec-1599-org,Hannah,Holland,26,Amelia St,Volcano,85035,,19220810,9,213 9761519,2351428,2
rec-1479-org,Alisha,Holt,6,Pakanu St,Waipio,85043,hi,19570205,38,253 1891392,,1
rec-802-org,Alisha,Hill,9,Naupaka Pl,Hawi,85290,,19660812,35,423 8945847,9483956,4
rec-2305-org,Hannah,Teramoto,26,Kaumoku St,Haliimaile,85043,az,19840806,28,310 5394609,3458639,8
rec-540-org,Alisha,Obrien,2484,Kahika,Pahala,96746,,19510313,34,602 1443025,6844710,3
rec-2200-org,Corey,Ikeda,65,Kai Piha St,Kapaa,89124,or,19211129,30,602 3271856,,6
rec-874-org,Alisha,Sugiyama,5,Fort St,Volcano,96707,hi,19590316,31,253 6560070,1479226,3
rec-1492-org,Hannah,Davis,25,,Kaunakakai,89115,hi,20030731,27,480 5255085,5176393,4
rec-1141-org,Alisha,Correia,36,Mary St,Volcano,90212,az,19980129,30,213 9568790,,5
rec-450-org,Alisha,Lokela,36,Kipu Pl,Waiohinu,85260,nv,19240709,32,206 2176532,,4
rec-29-org,Alisha,Inoue,20,Hoolokahi St,Kapalua,96778,az,20030330,,206 4339509,,9
rec-1528-org,Alisha,Horiuchi,144,Pharis Pl,Paauilo,96746,az,19420125,28,206 2811505,,6
rec-2903-org,Alisha,Murashige,94,Makaweli St,Kahaluu,85041,,19300928,32,423 3972860,,5
rec-1845-org,Alisha,Coelho,8,Ke Ala Ola Rd,Honalo,90290,az,19980706,24,808 2452657,2727386,9
rec-1679-org,Alisha,Sanchez,49,Hale-makai,Mauna Loa Estates,89121,nv,19550801,32,213 3294178,,3
rec-120-org,Alisha,Akau,36,Monte St,Volcano,96746,az,20150923,31,213 8375048,,4
rec-1614-org,Alisha,Davis,2,Mokunoio Pl,Kaumakani,85075,nv,19240930,35,310 2508441,2692177,1
rec-1198-org,Alisha,Kitagawa,165,Anapalau Pl,Maalaea,96747,hi,19210815,,602 3343258,,6
rec-267-org,Alisha,Morimoto,71,Kipu Pl,Puako,85218,hi,19480827,9,423 2049478,,5
rec-1229-org,Alisha,Oki,17,Kona St,Hawaiian Acres,96714,hi,19690306,34,602 0363421,4492578,2
rec-2270-org,Alisha,Chock,3,Anapalau Pl,Kapalua,85216,nv,19780614,32,423 4483790,3705490,6
rec-999-org,Alisha,Akiona,24,Anapalau Pl,Hilo,85287,or,19470507,21,253 8225526,7699825,8
rec-2712-org,Alisha,La,31,Cavalry Rd,Waiohinu,85028,nv,19280724,38,480 4639534,9511469,1
rec-79-org,Alisha,Chock,26,Kalikimaka St,Keaau,90222,,19761112,40,310 4493454,2577931,9
rec-660-org,Errol,Hawkins,40,Amelia St,Wahiawa,90294,nv,20050524,,253 1050349,,9
rec-1341-org,Alisha,Norris,22,Mahina Ave,Wainiha,85036,az,19300326,20,213 5192007,7725955,5
rec-713-org,Alisha,Simpson,18,Kaili St,Puako,85267,,19220628,27,310 3420773,8458479,8
rec-956-org,Alisha,Chock,8,Halekoa Dr,Volcano,90212,az,19980924,11,423 5592708,,8
rec-447-org,Alisha,Rogers,232,Beckwith St,Fern Acres,90290,nv,19520802,28,213 5675157,1998521,6
rec-1388-org,Alisha,Sanchez,21,Anapalau Pl,Pupukea,96757,hi,20111210,32,206 1703987,,5
rec-1926-org,Alisha,Gushiken,4,Kamoamoa Hmstd Rd,Pahala,85035,hi,19891216,31,,,1
rec-2272-org,Alisha,,50,Naupaka Pl,Puhi,85251,az,19551110,12,310 0040658,9268633,6
rec-2382-org,Alisha,Yonamine,71,Laola Pl,,85250,,20111216,30,310 1374329,,6
rec-1567-org,Alisha,Holt,51,,Volcano,85085,az,,29,310 7075314,3013734,9
rec-1334-org,Alisha,Takemoto,7,Laka,Hauula,96707,az,19240917,26,206 6814627,1738223,5
rec-2640-org,Alisha,Yasuda,10,Pililani St,Lahaina,85224,az,19310822,38,310 4414063,,0
rec-880-org,Alisha,Yogi,33,Wailea Rd,,96726,,20140826,,423 4409118,,8
rec-555-org,Alisha,Becker,883,Ohu St,Haena,85041,az,19230606,11,253 8174531,4495249,7
rec-1555-org,Alisha,Morton,103,Naupaka Pl,Kapalua,85008,or,,,480 3042162,,6
rec-1394-org,Caelyn,Scott,19,Halemaumau Pl,Puako,96747,nv,,23,480 9706407,7271377,5
rec-564-org,Alisha,Luna,16,Mahina Ave,Volcano,85224,az,19360506,31,253 6529873,5896512,6
rec-605-org,Alisha,Sanders,3,Kaumaka Pl,Paia,96745,,19901221,,480 1658123,,4
rec-210-org,Alisha,Holland,71,Anapalau Pl,Discovery Harbour,85285,hi,19690423,32,253 6000753,,4
rec-1928-org,Sofia,Hill,22,Kumulani St,Volcano,85085,az,20191029,19,480 4309480,7585175,7
rec-417-org,Alisha,Chock,6,Huehue Ranch Rd,Honalo,85216,,19660312,27,602 3989994,6942532,4
rec-568-org,Alisha,Takemoto,79,Makalapa Rd,Keokea,89180,wa,20140730,26,213 3666573,1389879,0
rec-1696-org,Alisha,Tanabe,14,Nikolo St,Olinda,89124,az,19540621,25,602 4338968,6255104,1
rec-1306-org,Grant,Bates,14,Panui St,Ewa Beach,90212,or,19920512,,480 9423720,5763934,4
rec-2217-org,,Daniels,7,Kumulani St,Lanai City,85215,az,19960829,38,253 5714407,,1
rec-2870-org,Alisha,Schneider,21,Keopua St,Royal Kunia,96746,wa,20150620,33,213 4685465,9491584,2
rec-2495-org,Alisha,Benson,3,Paul Cir,Napili-Honokowai,89116,,19420107,31,213 2191113,5099884,4
rec-305-org,Alisha,La,26,Ross Ct,Volcano,90265,nv,19420311,27,480 7674518,,8
rec-156-org,Alisha,Ohara,35,Ohohia St,,96768,hi,20200125,,253 2852575,5849258,8
rec-2097-org,Alisha,Kaaihue,13,Peter Buck St,Volcano,96747,nv,19871216,,480 7672941,1322744,6
rec-1236-org,Alisha,Kubota,7,Arsenal Rd,Kahaluu,90290,az,19640304,35,808 3438408,,3
rec-1556-org,Alisha,Kimoto,3,Hunalewa St,Volcano,96747,nv,,35,808 5947610,,6
rec-1262-org,Alisha,Ainakea,17,Hunnewell Pl,Volcano,85219,hi,20091012,21,310 5225890,8557852,9
rec-1960-org,Alisha,Ainakea,5,Ehupua Pl,Punaluu,85003,or,19370210,,602 5094567,,1
rec-2578-org,Morris,Matsushima,12,Kipu Pl,Seaview,85075,az,19340304,37,213 2717507,,9
rec-92-org,Pablo,Fujita,1219,Niumalu Loop,Tiki Gardens,90290,hi,20060729,34,,,2
rec-1525-org,Hannah,Lee,8,Kainoa,Laupahoehoe,90290,az,20070801,,213 9574590,5291213,0
rec-2714-org,Alisha,Oishi,310,Ehupua Pl,Volcano,96773,nv,20050920,30,310 9546941,,8
rec-2496-org,Alisha,La,111,Ford Island Quarters,Halawa,89124,az,19490102,,808 0060507,,9
rec-1562-org,Alisha,Komatsu,13,Smith Rd,Anahola,96746,wa,,32,423 5212372,6802837,2
rec-563-org,Alisha,Hill,47,Kamole St,Volcano,85216,,19680418,30,206 0467656,4742526,4
rec-2054-org,Alisha,Ibarra,115,Laniloa Rd,Kaneohe,89146,az,20081216,20,213 0089176,,9
rec-2776-org,Alisha,Koki,18,Shower Pl,Mauna Loa Estates,85075,nv,20211024,21,,1356743,1
rec-1034-org,Alisha,Ekewaka,214,Bougainville Loop,Volcano,96747,,19881221,37,423 8821585,,7
rec-318-org,Alisha,Pham,7,Kapalu St,Wailua,85260,nv,19320226,26,253 7226759,,7
rec-1592-org,Alisha,Ines,63,Kalani,Ahuimanu,90212,wa,19701102,,310 1346914,,6
rec-1421-org,Clifton,Becker,25,Kealoha St,Honalo,85274,az,19330614,,423 6839664,3719595,8
rec-1231-org,Alisha,Uehara,50,Franklin Ave,Keaau,85219,nv,19990219,32,602 9519940,1150776,5
rec-82-org,Norma,Chock,,Waikii Rd,Makena,85248,,19480422,33,213 1583496,,6
rec-987-org,Alisha,Yamanaka,23,Bougainville Loop,Laie,85224,nv,,28,423 9833849,1011317,4
rec-2933-org,Alisha,Tomita,10,Ala Noe Way,Mililani Town,96746,az,19980214,23,602 7093276,9257147,1
rec-647-org,Alisha,Ines,114,Pharis Pl,Volcano,90290,hi,19471030,30,808 3118147,,1
rec-2088-org,Alisha,Dias,76,N Rd,Launiupoko,85079,or,,34,253 9117586,,1
rec-1575-org,Alisha,Matthews,122,Kumulaau,Volcano,85292,az,19800207,22,253 2359520,1642759,2
rec-2802-org,Alisha,Acosta,28,Homestead Rd,Volcano,85075,nv,,30,423 2479401,9234929,3
rec-1569-org,Alisha,Carpenter,39,Ala Kula Pl,Omao,85285,az,19841124,26,808 9975766,8955404,1
rec-2081-org,Alisha,Ikeda,7,Naupaka Pl,Anahola,96747,hi,20030320,10,253 8422919,1550882,6
rec-2037-org,Alisha,Takemoto,22,Hanohano Way,Pakala Village,85261,nv,20161213,,253 7851097,4254744,2
rec-2418-org,Alisha,FitzGerald,93,Puowaina Dr,Kahaluu,85043,az,19460304,,808 5393804,,2
rec-270-org,Alisha,Furukawa,4,Ehupua Pl,Keokea,85216,nv,19650701,25,,8206408,2
